8.77	-19.65
8.67	-19.37
8.57	-18.98
8.47	-18.66
8.37	-18.36
8.27	-17.89
8.17	-17.56
8.07	-17.13
7.97	-16.72
7.87	-16.33
7.77	-15.96
7.67	-15.46
7.57	-15.04
7.47	-14.64
7.37	-14.35
7.27	-13.98
7.17	-13.71
7.07	-13.54
6.97	-13.45
6.87	-13.37
6.77	-13.45
6.67	-13.71
6.57	-13.89
6.47	-14.35
6.37	-14.74
6.27	-15.24
6.17	-15.78
6.07	-16.36
5.97	-16.85
5.87	-17.50
5.77	-18.06
5.67	-18.60
5.57	-19.17
5.47	-19.72
5.37	-20.22
5.27	-20.76
5.17	-21.24
5.07	-21.67
4.97	-22.21
4.87	-22.69
4.77	-23.25
